       0          72.64160016          23.16879686        -102.36329757         -79.19450071
     100          54.60700054          17.41672127         -96.61195497         -79.19523370
     200          67.54993357          21.54482673        -100.73424775         -79.18942102
     300          66.47647165          21.20244962        -100.39758817         -79.19513854
     400          67.25912782          21.45207520        -100.64426151         -79.19218630
     500          70.69900612          22.54921295        -101.74513671         -79.19592376
     600          70.21753237          22.39564850        -101.59137262         -79.19572412
     700          69.44207899          22.14832022        -101.34337262         -79.19505240
     800          73.91488924          23.57490818        -102.77071156         -79.19580338
     900          78.26424977          24.96212226        -104.15755056         -79.19542829
    1000          70.07822840          22.35121796        -101.55153406         -79.20031610
    1100          76.97255691          24.55014112        -103.74571176         -79.19557064
    1200          71.08798481          22.67327641        -101.86871126         -79.19543485
    1300          71.97201903          22.95523619        -102.15123881         -79.19600262
    1400          66.93386182          21.34833270        -100.54611331         -79.19778062
    1500          70.09618499          22.35694516        -101.55942196         -79.20247680
    1600          75.41573407          24.05359765        -103.25999395         -79.20639630
    1700          79.24699207          25.27556465        -104.47762923         -79.20206457
    1800          72.64311009          23.16927845        -102.37023997         -79.20096152
    1900          68.56609978          21.86892957        -101.06970044         -79.20077087
    2000          72.94477317          23.26549289        -102.46747992         -79.20198704
    2100          72.39846884          23.09125094        -102.29212231         -79.20087137
    2200          68.75876706          21.93038015        -101.13403146         -79.20365130
    2300          72.98176779          23.27729220        -102.48155899         -79.20426679
    2400          71.47101465          22.79544251        -102.00130470         -79.20586219
    2500          73.99942733          23.60187133        -102.80662391         -79.20475259
    2600          73.99884953          23.60168704        -102.80493741         -79.20325038
    2700          75.20879600          23.98759544        -103.19286800         -79.20527256
    2800          76.25429081          24.32105254        -103.52287238         -79.20181984
    2900          66.25993928          21.13338734        -100.33482444         -79.20143710
    3000          77.81490851          24.81880636        -104.01192288         -79.19311652
    3100          60.09444422          19.16692319         -98.36014486         -79.19322167
    3200          66.73901997          21.28618854        -100.48239137         -79.19620284
    3300          67.86813022          21.64631450        -100.84390360         -79.19758910
    3400          62.85223814          20.04651239         -99.24256885         -79.19605645
    3500          63.45060957          20.23736097         -99.43115902         -79.19379805
    3600          66.88586258          21.33302350        -100.53056462         -79.19754112
    3700          72.86916827          23.24137896        -102.43966929         -79.19829034
    3800          86.23873700          27.50555845        -106.70617555         -79.20061710
    3900          71.90909130          22.93516560        -102.13772064         -79.20255505
    4000          83.59487557          26.66230764        -105.86520105         -79.20289341
    4100          76.30483647          24.33717391        -103.53773791         -79.20056401
    4200          61.27344799          19.54296252         -98.73999303         -79.19703050
    4300          71.75318440          22.88543961        -102.08220911         -79.19676950
    4400          67.37680506          21.48960797        -100.68601478         -79.19640681
    4500          69.97140733          22.31714774        -101.51630320         -79.19915547
    4600          69.71447828          22.23520107        -101.43661563         -79.20141456
    4700          77.69777768          24.78144787        -103.98672785         -79.20527998
    4800          77.95084902          24.86216414        -104.06594004         -79.20377591
    4900          75.12462106          23.96074813        -103.16513943         -79.20439131
    5000          77.97146742          24.86874031        -104.07083629         -79.20209598
    5100          78.91108295          25.16842756        -104.36732615         -79.19889860
    5200          76.00615104          24.24190918        -103.44139794         -79.19948876
    5300          71.50793364          22.80721769        -102.00458023         -79.19736253
    5400          72.17249616          23.01917770        -102.21811898         -79.19894128
    5500          71.01063417          22.64860568        -101.84584273         -79.19723704
    5600          75.68055002          24.13805982        -103.34016033         -79.20210051
    5700          75.10593647          23.95478874        -103.15565961         -79.20087087
    5800          71.94802447          22.94758320        -102.14913369         -79.20155049
    5900          78.56562586          25.05824516        -104.26130632         -79.20306115
    6000          69.65632402          22.21665296        -101.41775588         -79.20110292
    6100          74.69689720          23.82432702        -103.02677839         -79.20245137
    6200          72.08038586          22.98979943        -102.19020944         -79.20041001
    6300          77.52367649          24.72591888        -103.93203959         -79.20612071
    6400          76.08318316          24.26647832        -103.47473280         -79.20825448
    6500          75.27032199          24.00721895        -103.21160520         -79.20438624
    6600          76.43648995          24.37916435        -103.58396499         -79.20480065
    6700          82.59061716          26.34200276        -105.54063458         -79.19863182
    6800          71.98688715          22.95997832        -102.16206599         -79.20208767
    6900          69.78952280          22.25913627        -101.45818181         -79.19904554
    7000          72.43172468          23.10185778        -102.30402381         -79.20216603
    7100          71.53800416          22.81680859        -102.01515868         -79.19835009
    7200          71.26698993          22.73036950        -101.92426543         -79.19389593
    7300          69.52811151          22.17576001        -101.37223696         -79.19647695
    7400          70.23294461          22.40056418        -101.59983558         -79.19927140
    7500          73.36121716          23.39831631        -102.59361242         -79.19529610
    7600          77.37978780          24.68002606        -103.87421938         -79.19419332
    7700          72.02987865          22.97369032        -102.16886615         -79.19517582
    7800          68.08311754          21.71488399        -100.91194846         -79.19706448
    7900          69.34767105          22.11820913        -101.31242985         -79.19422072
    8000          69.91667257          22.29969027        -101.49557879         -79.19588852
    8100          76.56963490          24.42163048        -103.61979464         -79.19816416
    8200          63.42983566          20.23073520         -99.42947812         -79.19874292
    8300          69.78257954          22.25692174        -101.45269694         -79.19577520
    8400          68.84525373          21.95796479        -101.15465296         -79.19668816
    8500          69.88764048          22.29043058        -101.48893837         -79.19850779
    8600          76.20752203          24.30613579        -103.50623359         -79.20009780
    8700          73.42328678          23.41811321        -102.61399693         -79.19588372
    8800          70.46658531          22.47508311        -101.67405290         -79.19896979
    8900          65.40269090          20.85997082        -100.05848705         -79.19851623
    9000          73.11606708          23.32012651        -102.51811138         -79.19798487
    9100          75.06280376          23.94103170        -103.13872317         -79.19769146
    9200          77.76733879          24.80363416        -104.00520489         -79.20157073
    9300          75.76434383          24.16478557        -103.37215572         -79.20737015
    9400          81.31337025          25.93462910        -105.13420099         -79.19957189
    9500          77.61747446          24.75583543        -103.95610140         -79.20026597
    9600          80.92598170          25.81107281        -105.01102206         -79.19994924
    9700          72.73098058          23.19730445        -102.39976276         -79.20245830
